event_id,event_type,severity,severity_label,source,detections,timestamp,event_date,hour_utc,mitre_tactic,mitre_technique,attack_stage,target_system,organization_unit,origin_country,origin_lat,origin_lon,target_country,target_lat,target_lon,geo_risk_factor,risk_score,anomaly_flag
CTE-000844,bruteforce,7,High,auth,4,2026-01-08T13:39:00Z,2026-01-08,13,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Privileged Console,Support,Germany,51.1657,10.4515,India,20.5937,78.9629,1.03,64.37,False
CTE-000842,malware,8,High,endpoint,4,2026-01-08T20:28:00Z,2026-01-08,20,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Engineering,China,35.8617,104.1954,India,20.5937,78.9629,1.2,68.64,False
CTE-000858,ransomware,8,High,endpoint,4,2026-01-09T00:52:00Z,2026-01-09,0,Impact,T1486 - Data Encrypted for Impact,Data Encryption,File Server,Operations,Germany,51.1657,10.4515,United Arab Emirates,23.4241,53.8478,1.03,71.0,False
CTE-000855,phishing,3,Low,email,1,2026-01-09T01:03:00Z,2026-01-09,1,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Engineering,China,35.8617,104.1954,United Kingdom,55.3781,-3.436,1.2,34.88,False
CTE-000847,bruteforce,5,Medium,auth,1,2026-01-09T02:06:00Z,2026-01-09,2,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Identity Provider,Operations,Germany,51.1657,10.4515,India,20.5937,78.9629,1.03,45.55,False
CTE-000849,bruteforce,7,High,auth,3,2026-01-09T05:44:00Z,2026-01-09,5,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Identity Provider,Operations,United Kingdom,55.3781,-3.436,India,20.5937,78.9629,1.04,61.66,False
CTE-000859,malware,8,High,network,5,2026-01-09T07:54:00Z,2026-01-09,7,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Engineering,China,35.8617,104.1954,India,20.5937,78.9629,1.2,69.6,False
CTE-000850,phishing,1,Low,email,1,2026-01-09T09:06:00Z,2026-01-09,9,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Executive,India,20.5937,78.9629,Singapore,1.3521,103.8198,1.1,27.0,False
CTE-000853,malware,8,High,endpoint,1,2026-01-09T10:44:00Z,2026-01-09,10,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Operations,Russia,61.524,105.3188,Singapore,1.3521,103.8198,1.28,58.76,False
CTE-000851,phishing,3,Low,email,1,2026-01-09T14:31:00Z,2026-01-09,14,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Sales,China,35.8617,104.1954,United States,37.0902,-95.7129,1.2,34.64,False
CTE-000856,malware,10,Critical,endpoint,8,2026-01-09T17:46:00Z,2026-01-09,17,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Finance,United Arab Emirates,23.4241,53.8478,Germany,51.1657,10.4515,1.12,70.12,True
CTE-000848,phishing,5,Medium,email,1,2026-01-09T18:19:00Z,2026-01-09,18,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Sales,United Kingdom,55.3781,-3.436,United Kingdom,55.3781,-3.436,1.04,42.38,False
CTE-000857,malware,6,Medium,endpoint,4,2026-01-09T21:47:00Z,2026-01-09,21,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Finance,India,20.5937,78.9629,Singapore,1.3521,103.8198,1.1,47.46,False
CTE-000854,malware,3,Low,endpoint,2,2026-01-09T22:10:00Z,2026-01-09,22,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Finance,China,35.8617,104.1954,India,20.5937,78.9629,1.2,38.56,False
CTE-000852,phishing,4,Medium,email,1,2026-01-09T22:21:00Z,2026-01-09,22,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Support,India,20.5937,78.9629,United Arab Emirates,23.4241,53.8478,1.1,34.98,False
CTE-000867,malware,7,High,endpoint,4,2026-01-10T01:24:00Z,2026-01-10,1,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Sales,United Kingdom,55.3781,-3.436,India,20.5937,78.9629,1.04,54.44,False
CTE-000865,malware,6,Medium,endpoint,3,2026-01-10T07:20:00Z,2026-01-10,7,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Operations,China,35.8617,104.1954,Singapore,1.3521,103.8198,1.2,52.71,False
CTE-000862,bruteforce,6,Medium,auth,4,2026-01-10T10:23:00Z,2026-01-10,10,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Privileged Console,Finance,United Arab Emirates,23.4241,53.8478,United Arab Emirates,23.4241,53.8478,1.12,59.86,False
CTE-000861,ddos,9,Critical,network,3,2026-01-10T12:00:00Z,2026-01-10,12,Impact,T1498 - Network Denial of Service,Service Disruption,CDN Edge,Engineering,Russia,61.524,105.3188,Germany,51.1657,10.4515,1.28,72.66,False
CTE-000869,malware,9,Critical,endpoint,5,2026-01-10T12:15:00Z,2026-01-10,12,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Support,United Kingdom,55.3781,-3.436,United States,37.0902,-95.7129,1.04,66.99,False
CTE-000866,phishing,6,Medium,email,2,2026-01-10T14:20:00Z,2026-01-10,14,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Support,Brazil,-14.235,-51.9253,Germany,51.1657,10.4515,1.16,53.94,False
CTE-000868,ddos,8,High,network,3,2026-01-10T16:35:00Z,2026-01-10,16,Impact,T1498 - Network Denial of Service,Service Disruption,Perimeter Gateway,Engineering,Russia,61.524,105.3188,India,20.5937,78.9629,1.28,64.82,False
CTE-000864,phishing,2,Low,endpoint,2,2026-01-10T16:37:00Z,2026-01-10,16,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Operations,United States,37.0902,-95.7129,India,20.5937,78.9629,1.05,32.86,False
CTE-000860,bruteforce,6,Medium,auth,3,2026-01-10T18:49:00Z,2026-01-10,18,Credential Access,T1110 - Brute Force,Account Takeover Attempt,VPN Gateway,Operations,Brazil,-14.235,-51.9253,India,20.5937,78.9629,1.16,58.74,False
CTE-000870,phishing,5,Medium,email,1,2026-01-10T19:34:00Z,2026-01-10,19,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Engineering,United Arab Emirates,23.4241,53.8478,Singapore,1.3521,103.8198,1.12,46.33,False
CTE-000863,bruteforce,6,Medium,auth,3,2026-01-10T20:30:00Z,2026-01-10,20,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Privileged Console,Finance,Brazil,-14.235,-51.9253,United Kingdom,55.3781,-3.436,1.16,48.09,False
CTE-000882,malware,7,High,network,5,2026-01-11T06:20:00Z,2026-01-11,6,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Operations,Russia,61.524,105.3188,Germany,51.1657,10.4515,1.28,61.31,False
CTE-000875,phishing,1,Low,email,3,2026-01-11T09:17:00Z,2026-01-11,9,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Engineering,China,35.8617,104.1954,United States,37.0902,-95.7129,1.2,25.91,False
CTE-000880,ddos,9,Critical,network,4,2026-01-11T12:48:00Z,2026-01-11,12,Impact,T1498 - Network Denial of Service,Service Disruption,Public API,Engineering,China,35.8617,104.1954,United Arab Emirates,23.4241,53.8478,1.2,77.49,True
CTE-000879,ddos,8,High,network,3,2026-01-11T13:03:00Z,2026-01-11,13,Impact,T1498 - Network Denial of Service,Service Disruption,Perimeter Gateway,Operations,Russia,61.524,105.3188,United Arab Emirates,23.4241,53.8478,1.28,61.29,False
CTE-000878,phishing,4,Medium,email,1,2026-01-11T16:52:00Z,2026-01-11,16,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Support,Singapore,1.3521,103.8198,Germany,51.1657,10.4515,1.08,35.16,False
CTE-000874,ddos,8,High,network,5,2026-01-11T17:02:00Z,2026-01-11,17,Impact,T1498 - Network Denial of Service,Service Disruption,CDN Edge,Sales,China,35.8617,104.1954,India,20.5937,78.9629,1.2,66.21,False
CTE-000873,phishing,6,Medium,email,4,2026-01-11T20:09:00Z,2026-01-11,20,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Operations,United States,37.0902,-95.7129,India,20.5937,78.9629,1.05,56.35,False
CTE-000876,malware,10,Critical,endpoint,6,2026-01-11T20:47:00Z,2026-01-11,20,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Operations,China,35.8617,104.1954,United Kingdom,55.3781,-3.436,1.2,75.18,True
CTE-000881,phishing,3,Low,email,1,2026-01-11T21:23:00Z,2026-01-11,21,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Operations,India,20.5937,78.9629,United States,37.0902,-95.7129,1.1,30.1,False
CTE-000877,phishing,4,Medium,email,1,2026-01-11T22:20:00Z,2026-01-11,22,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Executive,Russia,61.524,105.3188,Singapore,1.3521,103.8198,1.28,43.03,False
CTE-000883,ransomware,5,Medium,endpoint,7,2026-01-11T22:21:00Z,2026-01-11,22,Impact,T1486 - Data Encrypted for Impact,Data Encryption,Database Cluster,Engineering,Russia,61.524,105.3188,India,20.5937,78.9629,1.28,63.49,False
CTE-000871,phishing,6,Medium,email,3,2026-01-11T22:39:00Z,2026-01-11,22,Initial Access,T1566 - Phishing,Credential Harvesting,Employee Mailbox,Engineering,United States,37.0902,-95.7129,United States,37.0902,-95.7129,1.05,46.92,False
CTE-000872,phishing,4,Medium,email,2,2026-01-11T22:50:00Z,2026-01-11,22,Initial Access,T1566 - Phishing,Credential Harvesting,Employee Mailbox,Engineering,United Kingdom,55.3781,-3.436,Germany,51.1657,10.4515,1.04,43.13,False
CTE-000886,ransomware,8,High,endpoint,6,2026-01-12T00:24:00Z,2026-01-12,0,Impact,T1486 - Data Encrypted for Impact,Data Encryption,Backup Repository,Engineering,Germany,51.1657,10.4515,India,20.5937,78.9629,1.03,66.26,False
CTE-000893,bruteforce,8,High,auth,5,2026-01-12T02:44:00Z,2026-01-12,2,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Privileged Console,Engineering,China,35.8617,104.1954,India,20.5937,78.9629,1.2,73.73,False
CTE-000890,phishing,6,Medium,email,4,2026-01-12T05:20:00Z,2026-01-12,5,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Engineering,Russia,61.524,105.3188,United Arab Emirates,23.4241,53.8478,1.28,56.48,False
CTE-000894,malware,9,Critical,endpoint,2,2026-01-12T06:13:00Z,2026-01-12,6,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Sales,India,20.5937,78.9629,United Arab Emirates,23.4241,53.8478,1.1,61.54,False
CTE-000892,ddos,10,Critical,endpoint,3,2026-01-12T09:34:00Z,2026-01-12,9,Impact,T1498 - Network Denial of Service,Service Disruption,Perimeter Gateway,Executive,Germany,51.1657,10.4515,Singapore,1.3521,103.8198,1.03,75.7,True
CTE-000888,malware,6,Medium,endpoint,5,2026-01-12T14:00:00Z,2026-01-12,14,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Executive,Brazil,-14.235,-51.9253,Germany,51.1657,10.4515,1.16,62.41,False
CTE-000889,malware,6,Medium,endpoint,1,2026-01-12T14:58:00Z,2026-01-12,14,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Engineering,China,35.8617,104.1954,Germany,51.1657,10.4515,1.2,44.82,False
CTE-000891,ddos,8,High,network,3,2026-01-12T17:57:00Z,2026-01-12,17,Impact,T1498 - Network Denial of Service,Service Disruption,Public API,Engineering,China,35.8617,104.1954,India,20.5937,78.9629,1.2,66.38,False
CTE-000887,ddos,6,Medium,email,2,2026-01-12T18:28:00Z,2026-01-12,18,Impact,T1498 - Network Denial of Service,Service Disruption,Public API,Operations,China,35.8617,104.1954,United States,37.0902,-95.7129,1.2,51.7,False
CTE-000885,ransomware,8,High,endpoint,3,2026-01-12T21:14:00Z,2026-01-12,21,Impact,T1486 - Data Encrypted for Impact,Data Encryption,Database Cluster,Sales,South Africa,-30.5595,22.9375,United States,37.0902,-95.7129,1.18,60.69,False
CTE-000884,phishing,6,Medium,email,5,2026-01-12T22:18:00Z,2026-01-12,22,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Engineering,United Arab Emirates,23.4241,53.8478,Germany,51.1657,10.4515,1.12,52.69,False
CTE-000897,ransomware,7,High,endpoint,6,2026-01-13T00:11:00Z,2026-01-13,0,Impact,T1486 - Data Encrypted for Impact,Data Encryption,Database Cluster,Engineering,United Kingdom,55.3781,-3.436,Germany,51.1657,10.4515,1.04,66.33,False
CTE-000903,ddos,9,Critical,network,9,2026-01-13T02:32:00Z,2026-01-13,2,Impact,T1498 - Network Denial of Service,Service Disruption,CDN Edge,Sales,Brazil,-14.235,-51.9253,India,20.5937,78.9629,1.16,83.02,True
CTE-000904,malware,10,Critical,email,7,2026-01-13T03:32:00Z,2026-01-13,3,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Finance,Russia,61.524,105.3188,United States,37.0902,-95.7129,1.28,83.25,True
CTE-000895,bruteforce,5,Medium,auth,5,2026-01-13T03:56:00Z,2026-01-13,3,Credential Access,T1110 - Brute Force,Account Takeover Attempt,VPN Gateway,Support,India,20.5937,78.9629,United Kingdom,55.3781,-3.436,1.1,49.44,False
CTE-000900,ddos,9,Critical,network,4,2026-01-13T05:59:00Z,2026-01-13,5,Impact,T1498 - Network Denial of Service,Service Disruption,Public API,Operations,Singapore,1.3521,103.8198,Singapore,1.3521,103.8198,1.08,76.4,True
CTE-000908,bruteforce,7,High,auth,2,2026-01-13T08:52:00Z,2026-01-13,8,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Identity Provider,Engineering,India,20.5937,78.9629,Singapore,1.3521,103.8198,1.1,49.35,False
CTE-000902,malware,3,Low,endpoint,3,2026-01-13T08:54:00Z,2026-01-13,8,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Finance,India,20.5937,78.9629,United States,37.0902,-95.7129,1.1,39.27,False
CTE-000899,ddos,7,High,network,6,2026-01-13T09:23:00Z,2026-01-13,9,Impact,T1498 - Network Denial of Service,Service Disruption,Public API,Support,India,20.5937,78.9629,India,20.5937,78.9629,1.1,68.35,False
CTE-000907,bruteforce,8,High,auth,5,2026-01-13T15:42:00Z,2026-01-13,15,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Privileged Console,Finance,India,20.5937,78.9629,India,20.5937,78.9629,1.1,67.3,False
CTE-000906,malware,5,Medium,endpoint,1,2026-01-13T18:25:00Z,2026-01-13,18,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Executive,Russia,61.524,105.3188,Germany,51.1657,10.4515,1.28,39.21,False
CTE-000896,malware,9,Critical,endpoint,5,2026-01-13T19:20:00Z,2026-01-13,19,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Operations,Russia,61.524,105.3188,Australia,-25.2744,133.7751,1.28,72.9,False
CTE-000905,phishing,1,Low,email,1,2026-01-13T19:49:00Z,2026-01-13,19,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Operations,India,20.5937,78.9629,India,20.5937,78.9629,1.1,23.84,False
CTE-000901,malware,2,Low,endpoint,1,2026-01-13T22:25:00Z,2026-01-13,22,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Engineering,Germany,51.1657,10.4515,Singapore,1.3521,103.8198,1.03,28.46,False
CTE-000898,malware,6,Medium,network,5,2026-01-13T22:59:00Z,2026-01-13,22,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Finance,Russia,61.524,105.3188,India,20.5937,78.9629,1.28,51.26,False
CTE-000911,malware,6,Medium,endpoint,5,2026-01-14T03:51:00Z,2026-01-14,3,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Finance,Germany,51.1657,10.4515,India,20.5937,78.9629,1.03,59.81,False
CTE-000917,ddos,5,Medium,network,3,2026-01-14T07:03:00Z,2026-01-14,7,Impact,T1498 - Network Denial of Service,Service Disruption,Public API,Executive,Russia,61.524,105.3188,India,20.5937,78.9629,1.28,54.26,False
CTE-000912,phishing,4,Medium,email,2,2026-01-14T08:01:00Z,2026-01-14,8,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Engineering,Brazil,-14.235,-51.9253,Germany,51.1657,10.4515,1.16,42.76,False
CTE-000915,phishing,1,Low,email,1,2026-01-14T12:57:00Z,2026-01-14,12,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Support,United States,37.0902,-95.7129,Germany,51.1657,10.4515,1.05,27.09,False
CTE-000909,malware,8,High,endpoint,4,2026-01-14T16:07:00Z,2026-01-14,16,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Support,Russia,61.524,105.3188,India,20.5937,78.9629,1.28,55.99,False
CTE-000913,ransomware,9,Critical,endpoint,4,2026-01-14T20:04:00Z,2026-01-14,20,Impact,T1486 - Data Encrypted for Impact,Data Encryption,Database Cluster,Engineering,China,35.8617,104.1954,India,20.5937,78.9629,1.2,66.45,False
CTE-000910,malware,9,Critical,endpoint,3,2026-01-14T21:41:00Z,2026-01-14,21,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Finance,United States,37.0902,-95.7129,India,20.5937,78.9629,1.05,71.42,False
CTE-000916,bruteforce,6,Medium,auth,2,2026-01-14T22:22:00Z,2026-01-14,22,Credential Access,T1110 - Brute Force,Account Takeover Attempt,VPN Gateway,Finance,United States,37.0902,-95.7129,United States,37.0902,-95.7129,1.05,51.5,False
CTE-000914,malware,9,Critical,endpoint,6,2026-01-14T23:21:00Z,2026-01-14,23,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Engineering,Brazil,-14.235,-51.9253,Singapore,1.3521,103.8198,1.16,63.2,True
CTE-000920,malware,10,Critical,endpoint,5,2026-01-15T03:03:00Z,2026-01-15,3,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Executive,United States,37.0902,-95.7129,India,20.5937,78.9629,1.05,78.86,True
CTE-000922,ddos,7,High,network,2,2026-01-15T05:23:00Z,2026-01-15,5,Impact,T1498 - Network Denial of Service,Service Disruption,Public API,Engineering,Brazil,-14.235,-51.9253,United States,37.0902,-95.7129,1.16,55.6,False
CTE-000919,phishing,5,Medium,email,2,2026-01-15T09:34:00Z,2026-01-15,9,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Operations,United Arab Emirates,23.4241,53.8478,India,20.5937,78.9629,1.12,47.57,False
CTE-000921,bruteforce,5,Medium,auth,3,2026-01-15T12:03:00Z,2026-01-15,12,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Identity Provider,Engineering,United Arab Emirates,23.4241,53.8478,Australia,-25.2744,133.7751,1.12,49.87,False
CTE-000926,phishing,5,Medium,email,2,2026-01-15T12:38:00Z,2026-01-15,12,Initial Access,T1566 - Phishing,Credential Harvesting,Employee Mailbox,Operations,Germany,51.1657,10.4515,India,20.5937,78.9629,1.03,45.17,False
CTE-000918,bruteforce,5,Medium,auth,4,2026-01-15T13:33:00Z,2026-01-15,13,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Privileged Console,Support,United States,37.0902,-95.7129,India,20.5937,78.9629,1.05,43.41,False
CTE-000924,malware,4,Medium,endpoint,2,2026-01-15T13:47:00Z,2026-01-15,13,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Executive,India,20.5937,78.9629,United Kingdom,55.3781,-3.436,1.1,45.08,False
CTE-000927,phishing,4,Medium,email,1,2026-01-15T16:20:00Z,2026-01-15,16,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Engineering,India,20.5937,78.9629,Germany,51.1657,10.4515,1.1,37.95,False
CTE-000923,phishing,2,Low,email,2,2026-01-15T19:01:00Z,2026-01-15,19,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Engineering,India,20.5937,78.9629,India,20.5937,78.9629,1.1,33.99,False
CTE-000925,phishing,4,Medium,email,1,2026-01-15T19:10:00Z,2026-01-15,19,Initial Access,T1566 - Phishing,Credential Harvesting,Employee Mailbox,Finance,Russia,61.524,105.3188,Australia,-25.2744,133.7751,1.28,39.89,False
CTE-000928,malware,8,High,endpoint,6,2026-01-15T23:02:00Z,2026-01-15,23,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Engineering,Russia,61.524,105.3188,Germany,51.1657,10.4515,1.28,65.44,False
CTE-000941,bruteforce,6,Medium,auth,3,2026-01-16T00:07:00Z,2026-01-16,0,Credential Access,T1110 - Brute Force,Account Takeover Attempt,VPN Gateway,Finance,Brazil,-14.235,-51.9253,India,20.5937,78.9629,1.16,49.35,False
CTE-000930,bruteforce,9,Critical,auth,6,2026-01-16T05:58:00Z,2026-01-16,5,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Privileged Console,Finance,Russia,61.524,105.3188,India,20.5937,78.9629,1.28,66.07,True
CTE-000938,bruteforce,5,Medium,auth,4,2026-01-16T06:01:00Z,2026-01-16,6,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Identity Provider,Finance,United Kingdom,55.3781,-3.436,Germany,51.1657,10.4515,1.04,43.96,False
CTE-000940,bruteforce,5,Medium,auth,3,2026-01-16T07:15:00Z,2026-01-16,7,Credential Access,T1110 - Brute Force,Account Takeover Attempt,VPN Gateway,Sales,Germany,51.1657,10.4515,United States,37.0902,-95.7129,1.03,47.67,False
CTE-000935,malware,10,Critical,endpoint,3,2026-01-16T07:22:00Z,2026-01-16,7,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Finance,Russia,61.524,105.3188,United Kingdom,55.3781,-3.436,1.28,67.43,False
CTE-000934,bruteforce,5,Medium,auth,2,2026-01-16T12:08:00Z,2026-01-16,12,Credential Access,T1110 - Brute Force,Account Takeover Attempt,VPN Gateway,Operations,United Arab Emirates,23.4241,53.8478,Germany,51.1657,10.4515,1.12,39.94,False
CTE-000933,phishing,8,High,email,5,2026-01-16T13:14:00Z,2026-01-16,13,Initial Access,T1566 - Phishing,Credential Harvesting,Employee Mailbox,Sales,Russia,61.524,105.3188,Australia,-25.2744,133.7751,1.28,63.68,False
CTE-000936,malware,9,Critical,endpoint,5,2026-01-16T13:59:00Z,2026-01-16,13,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Support,South Africa,-30.5595,22.9375,United States,37.0902,-95.7129,1.18,61.7,False
CTE-000932,malware,6,Medium,endpoint,4,2026-01-16T19:15:00Z,2026-01-16,19,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Support,United States,37.0902,-95.7129,Singapore,1.3521,103.8198,1.05,51.07,False
CTE-000931,malware,9,Critical,endpoint,3,2026-01-16T20:38:00Z,2026-01-16,20,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Engineering,India,20.5937,78.9629,Singapore,1.3521,103.8198,1.1,67.65,False
CTE-000937,ddos,5,Medium,network,5,2026-01-16T20:45:00Z,2026-01-16,20,Impact,T1498 - Network Denial of Service,Service Disruption,Public API,Sales,Russia,61.524,105.3188,United States,37.0902,-95.7129,1.28,61.01,False
CTE-000939,ddos,8,High,network,3,2026-01-16T20:55:00Z,2026-01-16,20,Impact,T1498 - Network Denial of Service,Service Disruption,CDN Edge,Sales,Singapore,1.3521,103.8198,Germany,51.1657,10.4515,1.08,56.61,False
CTE-000929,malware,10,Critical,endpoint,4,2026-01-16T22:50:00Z,2026-01-16,22,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Operations,China,35.8617,104.1954,Germany,51.1657,10.4515,1.2,62.94,False
CTE-000942,malware,8,High,endpoint,3,2026-01-16T23:45:00Z,2026-01-16,23,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Executive,China,35.8617,104.1954,United States,37.0902,-95.7129,1.2,63.42,False
CTE-000948,ddos,7,High,network,4,2026-01-17T03:35:00Z,2026-01-17,3,Impact,T1498 - Network Denial of Service,Service Disruption,Perimeter Gateway,Finance,Russia,61.524,105.3188,United States,37.0902,-95.7129,1.28,60.05,False
CTE-000943,phishing,1,Low,email,4,2026-01-17T03:37:00Z,2026-01-17,3,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Operations,China,35.8617,104.1954,Germany,51.1657,10.4515,1.2,31.38,False
CTE-000947,phishing,7,High,email,2,2026-01-17T06:09:00Z,2026-01-17,6,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Engineering,United States,37.0902,-95.7129,United Kingdom,55.3781,-3.436,1.05,52.51,False
CTE-000950,malware,3,Low,endpoint,2,2026-01-17T06:58:00Z,2026-01-17,6,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Executive,United States,37.0902,-95.7129,Singapore,1.3521,103.8198,1.05,36.91,False
CTE-000945,malware,3,Low,email,2,2026-01-17T08:23:00Z,2026-01-17,8,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Sales,United States,37.0902,-95.7129,United Kingdom,55.3781,-3.436,1.05,37.97,False
CTE-000949,ddos,4,Medium,endpoint,3,2026-01-17T08:24:00Z,2026-01-17,8,Impact,T1498 - Network Denial of Service,Service Disruption,CDN Edge,Operations,Germany,51.1657,10.4515,Singapore,1.3521,103.8198,1.03,37.85,False
CTE-000944,bruteforce,5,Medium,auth,2,2026-01-17T11:46:00Z,2026-01-17,11,Credential Access,T1110 - Brute Force,Account Takeover Attempt,VPN Gateway,Support,India,20.5937,78.9629,Singapore,1.3521,103.8198,1.1,46.83,False
CTE-000946,phishing,5,Medium,email,5,2026-01-17T18:37:00Z,2026-01-17,18,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Finance,India,20.5937,78.9629,India,20.5937,78.9629,1.1,54.56,False
CTE-000960,ransomware,10,Critical,endpoint,5,2026-01-18T00:34:00Z,2026-01-18,0,Impact,T1486 - Data Encrypted for Impact,Data Encryption,File Server,Support,United States,37.0902,-95.7129,United Arab Emirates,23.4241,53.8478,1.05,83.08,True
CTE-000955,phishing,4,Medium,email,3,2026-01-18T02:26:00Z,2026-01-18,2,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Executive,United Arab Emirates,23.4241,53.8478,Germany,51.1657,10.4515,1.12,37.57,False
CTE-000956,ddos,6,Medium,network,3,2026-01-18T02:28:00Z,2026-01-18,2,Impact,T1498 - Network Denial of Service,Service Disruption,Perimeter Gateway,Engineering,Brazil,-14.235,-51.9253,United Kingdom,55.3781,-3.436,1.16,58.63,False
CTE-000957,phishing,5,Medium,email,4,2026-01-18T05:41:00Z,2026-01-18,5,Initial Access,T1566 - Phishing,Credential Harvesting,Employee Mailbox,Support,India,20.5937,78.9629,Germany,51.1657,10.4515,1.1,50.68,False
CTE-000961,bruteforce,5,Medium,auth,3,2026-01-18T07:31:00Z,2026-01-18,7,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Privileged Console,Support,India,20.5937,78.9629,Germany,51.1657,10.4515,1.1,50.81,False
CTE-000958,malware,5,Medium,endpoint,1,2026-01-18T07:52:00Z,2026-01-18,7,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Finance,India,20.5937,78.9629,Germany,51.1657,10.4515,1.1,43.23,False
CTE-000963,ransomware,10,Critical,endpoint,5,2026-01-18T13:37:00Z,2026-01-18,13,Impact,T1486 - Data Encrypted for Impact,Data Encryption,File Server,Engineering,India,20.5937,78.9629,India,20.5937,78.9629,1.1,67.28,False
